0,Condition,Drugname,Value
4748,Prevention of Osteoporosis,Fosamax,12.96205644
4749,Prevention of Osteoporosis,Ibandronate,6.150538626
4750,Prevention of Osteoporosis,Raloxifene,2.007358851
4751,Prevention of Osteoporosis,Reclast,9.03763217
4752,Prevention of Osteoporosis,Risedronate,0.365123398
4753,Prevention of Osteoporosis,Zoledronic acid,10.97876661
4754,Prevention of Thromboembolism in Atrial Fibrillation,Apixaban,1.350851035
4755,Prevention of Thromboembolism in Atrial Fibrillation,Coumadin,0.584569384
4756,Prevention of Thromboembolism in Atrial Fibrillation,Dabigatran,1.185543599
4757,Prevention of Thromboembolism in Atrial Fibrillation,Eliquis,0.828615688
4758,Prevention of Thromboembolism in Atrial Fibrillation,Jantoven,1.691122683
4759,Prevention of Thromboembolism in Atrial Fibrillation,Pradaxa,1.187881419
4760,Prevention of Thromboembolism in Atrial Fibrillation,Warfarin,3.581963988
4761,Prevention of Thromboembolism in Atrial Fibrillation,Xarelto,0.020771788
4762,Primary Immunodeficiency Syndrome,Gamunex,1.058591471
4763,Primary Immunodeficiency Syndrome,Gamunex-C,0
4764,Primary Immunodeficiency Syndrome,Hizentra,1.568509134
4765,Primary Immunodeficiency Syndrome,Immune globulin subcutaneous,1.050346432
4766,Primary Immunodeficiency Syndrome,Privigen,1.028408934
4767,Primary Nocturnal Enuresis,DDAVP,104.7748171
4768,Primary Nocturnal Enuresis,Desmopressin,83.77481711
4769,Primary Ovarian Failure,Conjugated estrogens,19.60397937
4770,Primary Ovarian Failure,Estrace,5.663563848
4771,Primary Ovarian Failure,Estradiol,5.862915715
4772,Primary Ovarian Failure,Vivelle-Dot,9.818197514
4773,Progesterone Insufficiency,Progesterone,3.677261052
4774,Progesterone Insufficiency,Prometrium,5.837343931
4775,Prostate Cance,Abiraterone,1.305182909
4776,Prostate Cance,Bicalutamide,2.91035825
4777,Prostate Cance,Casodex,2.64161401
4778,Prostate Cance,Degarelix,1.30330679
4779,Prostate Cance,Enzalutamide,0.046049479
4780,Prostate Cance,Firmagon,3.092060268
4781,Prostate Cance,Goserelin,1.616103163
4782,Prostate Cance,Leuprolide,1.564101558
4783,Prostate Cance,Lupron,3.149614862
4784,Prostate Cance,Lupron Depot,1.299781499
4785,Prostate Cance,Provenge,0.916383311
4786,Prostate Cance,Radium 223 dichloride,0.082800777
4787,Prostate Cance,Sipuleucel-T,0.161795826
4788,Prostate Cance,Trelstar,0.1584185
4789,Prostate Cance,Triptorelin,0.198322015
4790,Prostate Cance,Xtandi,0.023024739
4791,Prostate Cance,Zoladex,1.366453106
4792,Prostate Cance,Zytiga,1.760410901
4793,Prostatitis,Bactrim DS,1.155424872
4794,Prostatitis,Cipro,0.076664488
4795,Prostatitis,Ciprofloxacin,0.433932758
4796,Prostatitis,Doxycycline,0.32199289
4797,Prostatitis,Levaquin,1.175107829
4798,Prostatitis,Levofloxacin,0.933623745
4799,Prostatitis,Moxifloxacin,2.645812622
4800,Prostatitis,Oxybutynin,1.763868528
4801,Prostatitis,SMZ-TMP DS,0.439176849
4802,Prostatitis,Septra DS,0.398969791
4803,Prostatitis,Sulfamethoxazole / trimethoprim,0.818864734
4804,"Prosthetic Heart Valves, Mechanical Valves - Thrombosis Prophylaxis",Warfarin,0
4805,"Prosthetic Heart Valves, Tissue Valves - Thrombosis Prophylaxis",Coumadin,38.75737578
4806,"Prosthetic Heart Valves, Tissue Valves - Thrombosis Prophylaxis",Warfarin,38.75737578
4807,Pruritus,Atarax,6.108820032
4808,Pruritus,Benzocaine,0
4809,Pruritus,Calamine,3.573849888
4810,Pruritus,Crotamiton,0.470684577
4811,Pruritus,Doxepin,0.089731458
4812,Pruritus,Eurax,0.907834118
4813,Pruritus,Gabapentin,0.987811331
4814,Pruritus,HC-Derma-Pax,0.227091242
4815,Pruritus,Hydrocortisone,0.780250701
4816,Pruritus,Hydroxyzine,1.336088691
4817,Pruritus,Pramoxine,0.21983572
4818,Pruritus,Sarna Sensitive,0.34876235
4819,Pruritus of Partial Biliary Obstruction,Cholestyramine,17.04362631
4820,Pseudobulbar Affect,Dextromethorphan / quinidine,11.60856177
4821,Pseudobulbar Affect,Nuedexta,14.35090289
4822,"Pseudogout, Prophylaxis",Colchicine,20.82289106
4823,Pseudotumor Cerebri,Acetazolamide,0.778818598
4824,Pseudotumor Cerebri,Diamox,1.661342981
4825,Psoriasis,Acitretin,0.162971441
4826,Psoriasis,Adalimumab,0.208025586
4827,Psoriasis,Anucort-HC,0.001385087
4828,Psoriasis,Betamethasone / calcipotriene,0.075773218
4829,Psoriasis,Calcipotriene,0.226354441
4830,Psoriasis,Clobetasol,0.195279525
4831,Psoriasis,Clobex,0.249939777
4832,Psoriasis,Clocortolone,0.157701388
4833,Psoriasis,Coal tar,0.195733762
4834,Psoriasis,Cordran Tape,0.232195424
4835,Psoriasis,Cyclosporine,0.124180485
4836,Psoriasis,Desoximetasone,0.096883507
4837,Psoriasis,Dovonex,0.141422253
4838,Psoriasis,Elocon,0.401560792
4839,Psoriasis,Embeline,0.135022516
4840,Psoriasis,Enbrel,0.144369923
4841,Psoriasis,Etanercept,0.144053081
4842,Psoriasis,Fluocinonide,0.135339986
4843,Psoriasis,Halobetasol,0.047166089
4844,Psoriasis,Humira,0.228599469
4845,Psoriasis,Hydrocortisone,0
4846,Psoriasis,Kenalog-40,0.094862703
4847,Psoriasis,Lidex,0.359295177
4848,Psoriasis,MG217 Medicated Tar,0.18468525
4849,Psoriasis,Methotrexate,0.435349161
4850,Psoriasis,Mometasone,0.39919937
4851,Psoriasis,Olux,0.113712384
4852,Psoriasis,Psoriasin,0.130288129
4853,Psoriasis,Soriatane,0.172031233
4854,Psoriasis,Stelara,0.276197812
4855,Psoriasis,Taclonex,0.096929805
4856,Psoriasis,Temovate,0.011491545
4857,Psoriasis,Topicort,0.048520199
4858,Psoriasis,Topicort LP,0.193834059
4859,Psoriasis,Triamcinolone,0.102028336
4860,Psoriasis,Ustekinumab,0.298638535
4861,Psoriasis,Vectical,0.025183832
4862,Psoriatic Arthritis,Adalimumab,0.32897584
4863,Psoriatic Arthritis,Apremilast,0.293743092
4864,Psoriatic Arthritis,Certolizumab,0.18647686
4865,Psoriatic Arthritis,Cimzia,0.011972129
4866,Psoriatic Arthritis,Cosentyx,0.047640798
4867,Psoriatic Arthritis,Enbrel,0.388812983
4868,Psoriatic Arthritis,Etanercept,0.334186335
4869,Psoriatic Arthritis,Golimumab,0.353798821
4870,Psoriatic Arthritis,Humira,0.476163349
4871,Psoriatic Arthritis,Infliximab,0.267432641
4872,Psoriatic Arthritis,Methotrexate,0.262155012
4873,Psoriatic Arthritis,Otezla,0.282996484
4874,Psoriatic Arthritis,Remicade,0.277607695
4875,Psoriatic Arthritis,Secukinumab,0.067019925
4876,Psoriatic Arthritis,Simponi,0
4877,Psoriatic Arthritis,Stelara,0.325568887
4878,Psoriatic Arthritis,Sulfasalazine,0.207070828
4879,Psoriatic Arthritis,Ustekinumab,0.087444229
4880,Psychosis,Chlorpromazine,0.347397303
4881,Psychosis,Fanapt,1.194604714
4882,Psychosis,Fluphenazine,0.142769797
4883,Psychosis,Haldol,3.777009908
4884,Psychosis,Haloperidol,0.950770934
4885,Psychosis,Iloperidone,1.604440778
4886,Psychosis,Navane,0.783636171
4887,Psychosis,Perphenazine,0.887075862
4888,Psychosis,Prochlorperazine,0.42674442
4889,Psychosis,Prolixin,1.568543317
4890,Psychosis,Thiothixene,2.711913054
4891,Psychosis,Thorazine,0.010047428
4892,Psychosis,Trilafon,1.790438277
4893,Pulmonary Embolism,Apixaban,2.365630983
4894,Pulmonary Embolism,Eliquis,1.259545242
4895,Pulmonary Embolism,Rivaroxaban,1.736246403
4896,Pulmonary Embolism,Xarelto,0.955659863
4897,"Pulmonary Embolism, First Event",Warfarin,127.4026456
4898,"Pulmonary Embolism, Recurrent Event",Warfarin,34.27440882
4899,Pulmonary Hypertension,Ambrisentan,0.418646183
4900,Pulmonary Hypertension,Bosentan,0.555071974
4901,Pulmonary Hypertension,Flolan,0.513096213
4902,Pulmonary Hypertension,Letairis,2.460225255
4903,Pulmonary Hypertension,Opsumit,1.743252377
4904,Pulmonary Hypertension,Revatio,1.688382127
4905,Pulmonary Hypertension,Selexipag,0.007476338
4906,Pulmonary Hypertension,Sildenafil,1.244648805
4907,Pulmonary Hypertension,Tadalafil,1.43275932
4908,Pulmonary Hypertension,Tracleer,0.184943395
4909,Pulmonary Hypertension,Treprostinil,0.370097204
4910,Pulmonary Hypertension,Tyvaso,0
4911,Pulmonary Hypertension,Uptravi,0.11501775
4912,Pupillary Dilation,Hydroxyamphetamine / tropicamide,0
4913,Pupillary Dilation,Tropicamide,0.64230757
4914,Radionuclide Myocardial Perfusion Study,Lexiscan,3.065639008
4915,Ramsay Hunt Syndrome,Valacyclovir,2.482308745
4916,Raynaud's Syndrome,Amlodipine,7.079317164
4917,Raynaud's Syndrome,Cardizem,7.379122938
4918,Raynaud's Syndrome,Diltiazem,7.379122938
4919,Raynaud's Syndrome,Nifedipine,2.456454823
4920,Raynaud's Syndrome,Nisoldipine,0.06718845
4921,Raynaud's Syndrome,Nitro-Bid,5.434316167
4922,Raynaud's Syndrome,Nitroglycerin,5.0176495
4923,Raynaud's Syndrome,Norvasc,4.151539594
4924,Raynaud's Syndrome,Plendil,1.894176029
4925,Raynaud's Syndrome,Procardia,3.298431317
4926,Reflex Sympathetic Dystrophy Syndrome,Doxepin,0.358279429
4927,Reflex Sympathetic Dystrophy Syndrome,Gabapentin,0.540537204
4928,Reflex Sympathetic Dystrophy Syndrome,Lyrica,0.936582107
4929,Reflex Sympathetic Dystrophy Syndrome,Milnacipran,0.854159248
4930,Reflex Sympathetic Dystrophy Syndrome,Neurontin,0.854665262
4931,Reflex Sympathetic Dystrophy Syndrome,Nortriptyline,0.089532102
4932,Reflex Sympathetic Dystrophy Syndrome,Pregabalin,0.442570456
4933,Reflex Sympathetic Dystrophy Syndrome,Savella,1.777978993
4934,Reflex Sympathetic Dystrophy Syndrome,Trazodone,3.574212621
4935,Renal Cell Carcinoma,Aldesleukin,0.849712425
4936,Renal Cell Carcinoma,Nexavar,3.021396976
4937,Renal Cell Carcinoma,Nivolumab,0.532820877
4938,Renal Cell Carcinoma,Pazopanib,2.096225159
4939,Renal Cell Carcinoma,Sunitinib,5.000080192
4940,Renal Cell Carcinoma,Sutent,2.795679662
4941,Renal Cell Carcinoma,Votrient,5.572989668
4942,Renal Transplant,Azathioprine,52.07778615
4943,Restless Legs Syndrome,Carbidopa / levodopa,0.343427852
4944,Restless Legs Syndrome,Clonazepam,0.388123056
4945,Restless Legs Syndrome,Gabapentin,0.368499383
4946,Restless Legs Syndrome,Gabapentin enacarbil,0.300382123
4947,Restless Legs Syndrome,Horizant,0.173779502
4948,Restless Legs Syndrome,Klonopin,0.803892728
4949,Restless Legs Syndrome,Lamotrigine,0.037808475
4950,Restless Legs Syndrome,Levodopa,0.030270229
4951,Restless Legs Syndrome,Mirapex,0.309406418
4952,Restless Legs Syndrome,Neupro,0.219299914
4953,Restless Legs Syndrome,Neurontin,0.866201478
4954,Restless Legs Syndrome,Pramipexole,0.301291394
4955,Restless Legs Syndrome,Requip,0.271473466
4956,Restless Legs Syndrome,Ropinirole,0.143897412
4957,Restless Legs Syndrome,Rotigotine,0.149559743
4958,Restless Legs Syndrome,Sinemet,0.318308732
4959,Restless Legs Syndrome,Tramadol,0.234338825
4960,Restless Legs Syndrome,Ultram,0.576679991
4961,Restless Legs Syndrome,Ultram ER,0.165206115
4962,Reversal of Nondepolarizing Muscle Relaxants,Mestinon,3.720098436
4963,Reversal of Nondepolarizing Muscle Relaxants,Pyridostigmine,3.720098436
4964,Reversal of Opioid Sedation,Naloxone,3.660109215
4965,Rheumatoid Arthritis,Abatacept,0.222187356
4966,Rheumatoid Arthritis,Acetaminophen / hydrocodone,0.29728065
4967,Rheumatoid Arthritis,Acetaminophen / tramadol,0.014262955
4968,Rheumatoid Arthritis,Actemra,0.486802541
4969,Rheumatoid Arthritis,Adalimumab,0.289996514
4970,Rheumatoid Arthritis,Aleve,0.721289703
4971,Rheumatoid Arthritis,Anakinra,0.028632961
4972,Rheumatoid Arthritis,Ansaid,0.038626734
4973,Rheumatoid Arthritis,Arava,0.51028125
4974,Rheumatoid Arthritis,Arthrotec,0.326362381
4975,Rheumatoid Arthritis,Aspirin,0.082524196
4976,Rheumatoid Arthritis,Auranofin,0.066253074
4977,Rheumatoid Arthritis,Bextra,0.045867956
4978,Rheumatoid Arthritis,Celebrex,0.44758084
4979,Rheumatoid Arthritis,Celecoxib,0.26575227
4980,Rheumatoid Arthritis,Certolizumab,0.214625867
4981,Rheumatoid Arthritis,Cimzia,0.193212485
4982,Rheumatoid Arthritis,Diclofenac,0.08114013
4983,Rheumatoid Arthritis,Diclofenac / misoprostol,0.171642113
4984,Rheumatoid Arthritis,Diflunisal,0.024808182
4985,Rheumatoid Arthritis,Doxycycline,0.084829838
4986,Rheumatoid Arthritis,Enbrel,0.228821916
4987,Rheumatoid Arthritis,Esomeprazole / naproxen,0.015670072
4988,Rheumatoid Arthritis,Etanercept,0.210848065
4989,Rheumatoid Arthritis,Feldene,0.013596709
4990,Rheumatoid Arthritis,Fenoprofen,0
4991,Rheumatoid Arthritis,Golimumab,0.209659616
4992,Rheumatoid Arthritis,Humira,0.245432806
4993,Rheumatoid Arthritis,Hydroxychloroquine,0.308574715
4994,Rheumatoid Arthritis,Ibuprofen,0.068506888
4995,Rheumatoid Arthritis,Imuran,0.192345831
4996,Rheumatoid Arthritis,Indomethacin,0.268548444
4997,Rheumatoid Arthritis,Infliximab,0.246177447
4998,Rheumatoid Arthritis,Kenalog-40,0.120715384
4999,Rheumatoid Arthritis,Ketoprofen,0.036504111
5000,Rheumatoid Arthritis,Leflunomide,0.29868925
5001,Rheumatoid Arthritis,Lorcet 10 / 650,0.280951004
5002,Rheumatoid Arthritis,Lortab,0.192492945
5003,Rheumatoid Arthritis,Meloxicam,0.160302113
5004,Rheumatoid Arthritis,Methotrexate,0.340524098
5005,Rheumatoid Arthritis,Methylprednisolone,0.171265086
5006,Rheumatoid Arthritis,Minocycline,0.002380846
5007,Rheumatoid Arthritis,Mobic,0.292713277
5008,Rheumatoid Arthritis,Motrin,0.068506888
5009,Rheumatoid Arthritis,Mycophenolate mofetil,0.314684073
5010,Rheumatoid Arthritis,Nabumetone,0.14712625
5011,Rheumatoid Arthritis,Naproxen,0.17509797
5012,Rheumatoid Arthritis,Orencia,0.111820523
5013,Rheumatoid Arthritis,Orudis KT,0.03208595
5014,Rheumatoid Arthritis,Otrexup,0.171455905
5015,Rheumatoid Arthritis,Oxaprozin,0.020753021
5016,Rheumatoid Arthritis,Piroxicam,0.069964443
5017,Rheumatoid Arthritis,Plaquenil,0.311025359
5018,Rheumatoid Arthritis,Prednicot,0.143106015
5019,Rheumatoid Arthritis,Prednisone,0.314198698
5020,Rheumatoid Arthritis,Relafen,0.320199917
5021,Rheumatoid Arthritis,Remicade,0.229131352
5022,Rheumatoid Arthritis,Rheumatrex Dose Pack,0.156019129
5023,Rheumatoid Arthritis,Ridaura,0.040931039
5024,Rheumatoid Arthritis,Rituxan,0.284111212
5025,Rheumatoid Arthritis,Rituximab,0.17558411
5026,Rheumatoid Arthritis,Salsalate,0.022057688
5027,Rheumatoid Arthritis,Simponi,0.149135464
5028,Rheumatoid Arthritis,Simponi Aria,0.009279111
5029,Rheumatoid Arthritis,Sulfasalazine,0.173931339
5030,Rheumatoid Arthritis,Sulindac,0.066813288
5031,Rheumatoid Arthritis,Tocilizumab,0.053456591
5032,Rheumatoid Arthritis,Tofacitinib,0.162428744
5033,Rheumatoid Arthritis,Tramadol,0.599153851
5034,Rheumatoid Arthritis,Triamcinolone,0.005729414
5035,Rheumatoid Arthritis,Ultracet,0.377786337
5036,Rheumatoid Arthritis,Ultram,0.599153851
5037,Rheumatoid Arthritis,Vicodin,0.320860461
5038,Rheumatoid Arthritis,Vimovo,0.132601677
5039,Rheumatoid Arthritis,Voltaren,0.128591011
5040,Rheumatoid Arthritis,Xeljanz,0.154947883
5041,Rheumatoid Arthritis,Xeljanz XR,0.002865166
5042,Rhinitis,Allerx Dose Pack DF,0.056618573
5043,Rhinitis,Chlorcyclizine / phenylephrine,1.142671939
5044,Rhinitis,Chlorpheniramine / methscopolamine / phenylephrine,0.401796229
5045,Rhinitis,Flonase,1.694254822
5046,Rhinitis,Fluticasone,1.260996594
5047,Rhinitis,Veramyst,0.542090287
5048,Rhinorrhea,Ipratropium,14.8528651
5049,Rosacea,Accutane,0.112239727
5050,Rosacea,Azelaic acid,0.256416923
5051,Rosacea,Azelex,0.122483895
5052,Rosacea,Brimonidine,0.119071027
5053,Rosacea,Clarifoam EF,0.169472075
5054,Rosacea,Doryx,0.325931133
5055,Rosacea,Doxycycline,0.2475234
5056,Rosacea,Finacea,0.247366203
5057,Rosacea,Isotretinoin,0.047791421
5058,Rosacea,Ivermectin,0.075039027
5059,Rosacea,MetroCream,0.459438513
5060,Rosacea,MetroGel,0.48077618
5061,Rosacea,Metronidazole,0.256531124
5062,Rosacea,Minocin,0.20366547
5063,Rosacea,Minocycline,0.124511248
5064,Rosacea,Mirvaso,0.23207935
5065,Rosacea,Monodox,0.379329745
5066,Rosacea,Oracea,0.262328796
5067,Rosacea,Oxymetazoline,0
5068,Rosacea,Rhofade,0.011590707
5069,Rosacea,Rozex,0.10650213
5070,Rosacea,Soolantra,0.118304473
5071,Rosacea,Sulfacetamide sodium / sulfur,0.213832664
5072,SIADH,Demeclocycline,22.16888773
5073,Salivary Gland Cance,Herceptin,63.98783112
5074,Sarcoidosis,Kenalog-40,7.386353374
5075,Sarcoidosis,Triamcinolone,5.886353374
5076,Scabies,Permethrin,12.58533645
5077,Schilling Test,Vitamin B12,52.15162879
5078,Schistosoma japonicum,Praziquantel,0.640695706
5079,Schizoaffective Disorde,Abilify,0.253317736
5080,Schizoaffective Disorde,Aripiprazole,0.190678784
5081,Schizoaffective Disorde,Asenapine,0.231007455
5082,Schizoaffective Disorde,Fluoxetine,0.095411992
5083,Schizoaffective Disorde,Geodon,0.261344455
5084,Schizoaffective Disorde,Invega,0.361391243
5085,Schizoaffective Disorde,Invega Sustenna,0.133887438
5086,Schizoaffective Disorde,Lamictal,0.292015215
5087,Schizoaffective Disorde,Lamotrigine,0.350774958
5088,Schizoaffective Disorde,Latuda,0.32017558
5089,Schizoaffective Disorde,Lithium,0.187118476
5090,Schizoaffective Disorde,Lithobid,0.101131214
5091,Schizoaffective Disorde,Lurasidone,0.35649155
5092,Schizoaffective Disorde,Olanzapine,0.123692887
5093,Schizoaffective Disorde,Paliperidone,0.363956677
5094,Schizoaffective Disorde,Quetiapine,0.135007419
5095,Schizoaffective Disorde,Risperdal,0.325242572
5096,Schizoaffective Disorde,Risperidone,0.194698406
5097,Schizoaffective Disorde,Saphris,0.360913131
5098,Schizoaffective Disorde,Seroquel,0.21627947
5099,Schizoaffective Disorde,Seroquel XR,0.023628346
5100,Schizoaffective Disorde,Valproic acid,0.14219852
5101,Schizoaffective Disorde,Ziprasidone,0.191084488
5102,Schizoaffective Disorde,Zyprexa,0.224993612
5103,Schizoaffective Disorde,Zyprexa Zydis,0.190479382
5104,Schizophrenia,Abilify,0.203225446
5105,Schizophrenia,Aripiprazole,0.124834707
5106,Schizophrenia,Asenapine,0.178618785
5107,Schizophrenia,Brexpiprazole,0.011804728
5108,Schizophrenia,Cariprazine,0.15621932
5109,Schizophrenia,Chlorpromazine,0.122215318
5110,Schizophrenia,Clozapine,0.748678148
5111,Schizophrenia,Clozaril,0.980204343
5112,Schizophrenia,Fanapt,0.080002138
5113,Schizophrenia,Geodon,0.209758996
5114,Schizophrenia,Iloperidone,0.617338258
5115,Schizophrenia,Invega,0.288336251
5116,Schizophrenia,Invega Sustenna,0.170956628
5117,Schizophrenia,Invega Trinza,0.018069508
5118,Schizophrenia,Latuda,0.233082088
5119,Schizophrenia,Loxapine,0.064496773
5120,Schizophrenia,Lurasidone,0.231547167
5121,Schizophrenia,Molindone,0.011682314
5122,Schizophrenia,Olanzapine,0.15699668
5123,Schizophrenia,Paliperidone,0.180266576
5124,Schizophrenia,Quetiapine,0.163994244
5125,Schizophrenia,Rexulti,0.037317568
5126,Schizophrenia,Risperdal,0.331396896
5127,Schizophrenia,Risperdal Consta,0.452167613
5128,Schizophrenia,Risperidone,0.08994617
5129,Schizophrenia,Saphris,0.212400717
5130,Schizophrenia,Seroquel,0.076397422
5131,Schizophrenia,Seroquel XR,0.065504084
5132,Schizophrenia,Stelazine,0.019587177
5133,Schizophrenia,Thorazine,0.127117279
5134,Schizophrenia,Trifluoperazine,0.022071976
5135,Schizophrenia,Vraylar,0.181502592
5136,Schizophrenia,Ziprasidone,0.110822473
5137,Schizophrenia,Zyprexa,0.348856164
5138,Schizophrenia,Zyprexa Zydis,0.077068488
5139,Schnitzler Syndrome,Anakinra,6.231883019
5140,Schnitzler Syndrome,Kineret,4.990611672
5141,Sciatica,Acetaminophen,0.448907018
5142,Sciatica,Advil,2.678652638
5143,Sciatica,Aleve,6.584964015
5144,Sciatica,Arthrotec,2.414945696
5145,Sciatica,Aspirin,1.948395714
5146,Sciatica,Cyclobenzaprine,1.251770346
5147,Sciatica,Diclofenac,2.288112604
5148,Sciatica,Diclofenac / misoprostol,1.195287359
5149,Sciatica,Flexeril,1.978216827
5150,Sciatica,Nabumetone,1.670853055
5151,Sciatica,Naprelan,4.524062071
5152,Sciatica,Naprosyn,3.109967294
5153,Sciatica,Naproxen,1.444790606
5154,Sciatica,Relafen,1.715961487
5155,Sciatica,Tylenol,0.248936594
5156,Sciatica,Voltaren,1.970680524
5157,Sciatica,Voltaren-XR,1.514467735
5158,Seasonal Affective Disorde,Bupropion,23.33173627
5159,Seasonal Allergic Conjunctivitis,Lotemax,0.724070589
5160,Seasonal Allergic Conjunctivitis,Olopatadine,0.352349182
5161,Seasonal Allergic Conjunctivitis,Pataday,0.67291225
5162,Seasonal Allergic Conjunctivitis,Patanol,0.749928903
5163,Seasonal Allergic Conjunctivitis,Pazeo,0.203705048
5164,Seborrheic Dermatitis,Coal tar,0.371467898
5165,Seborrheic Dermatitis,Ketoconazole,3.247389243
5166,Seborrheic Dermatitis,Loprox,7.041311979
5167,Seborrheic Dermatitis,Nizoral Topical,9.123826971
5168,Seborrheic Dermatitis,Rosula,2.681150392
5169,Seborrheic Dermatitis,Sulfacetamide sodium,4.246317238
5170,Seborrheic Dermatitis,Xolegel,9.784922644
5171,Secondary Cutaneous Bacterial Infections,Mupirocin,0.998254955
5172,Secondary Hyperparathyroidism,Cinacalcet,6.989595652
5173,Secondary Hyperparathyroidism,Sensipar,10.82411301
5174,Sedation,Atarax,0.077450711
5175,Sedation,Ativan,0.745351226
5176,Sedation,Butabarbital,0.044446374
5177,Sedation,Butisol Sodium,0.074592662
5178,Sedation,Desyrel,2.98390813
5179,Sedation,Hydroxyzine,1.088965613
5180,Sedation,Lorazepam,0.629755699
5181,Sedation,Phenergan,4.616254828
5182,Sedation,Promethazine,1.244408053
5183,Sedation,Trazodone,2.793961161
5184,Sedation,Vistaril,1.41706808
5185,Seizure Prevention,Acetazolamide,0.058263306
5186,Seizure Prevention,Clonazepam,0.454481021
5187,Seizure Prevention,Depakene,0.031451047
5188,Seizure Prevention,Klonopin,0.681497641
5189,Seizure Prevention,Lamictal,1.16807425
5190,Seizure Prevention,Lamictal XR,0.29979575
5191,Seizure Prevention,Lamotrigine,0.638982913
5192,Seizure Prevention,Magnesium sulfate,0.157973389
5193,Seizure Prevention,Topamax,0.912211165
5194,Seizure Prevention,Topiragen,0.124868982
5195,Seizure Prevention,Topiramate,0.782814323
5196,Seizure Prevention,Valium,0.499607122
5197,Seizures,Aptiom,0.068942736
5198,Seizures,Brivaracetam,0.064817976
5199,Seizures,Briviact,0.025561522
5200,Seizures,Dilantin,0.126233907
5201,Seizures,Eslicarbazepine,0.133635094
5202,Seizures,Ethosuximide,0.110885195
5203,Seizures,Fycompa,0.148512922
5204,Seizures,Keppra,0.309876978
5205,Seizures,Lacosamide,0.359764192
5206,Seizures,Levetiracetam,0.25065821
5207,Seizures,Luminal,0.061774819
5208,Seizures,Mysoline,0.266620179
5209,Seizures,Oxcarbazepine,0.10514763
5210,Seizures,Oxtellar XR,0.356841005
5211,Seizures,Perampanel,0.240288186
5212,Seizures,Phenobarbital,0.320404349
5213,Seizures,Phenytek,0.178207992
5214,Seizures,Phenytoin,0.206250255
5215,Seizures,Primidone,0.196584053
5216,Seizures,Prometrium,0.577655895
5217,Seizures,Qudexy XR,0.13575411
5218,Seizures,Topamax,0.098955212
5219,Seizures,Topiramate,0.074570763
5220,Seizures,Trileptal,0.307462359
5221,Seizures,Valproic acid,0.068704021
5222,Seizures,Vimpat,0.321971933
5223,Seizures,Zarontin,0.024681877
5224,Seizures,Zonegran,0.277545298
5225,Seizures,Zonisamide,0.30588889
5226,"Sexual Dysfunction, SSRI Induced",Bupropion,3.275490761
5227,"Sexual Dysfunction, SSRI Induced",Buspirone,10.23052223
5228,"Sexual Dysfunction, SSRI Induced",Dexedrine,3.412009627
5229,"Sexual Dysfunction, SSRI Induced",Dextroamphetamine,0.619487327
5230,"Sexual Dysfunction, SSRI Induced",Sildenafil,5.526890271
5231,"Sexual Dysfunction, SSRI Induced",Viagra,6.784381893
5232,"Sexual Dysfunction, SSRI Induced",Wellbutrin,9.149988691
5233,Shift Work Sleep Disorde,Armodafinil,1.411299976
5234,Shift Work Sleep Disorde,Modafinil,3.122258308
5235,Shift Work Sleep Disorde,Nuvigil,1.996848158
5236,Shift Work Sleep Disorde,Provigil,4.577554557
5237,Sinus Symptoms,Acetaminophen / pseudoephedrine,0.409823919
5238,Sinus Symptoms,Advil Cold and Sinus,0.673036145
5239,Sinus Symptoms,Advil Cold and Sinus Liqui-Gels,0
5240,Sinus Symptoms,Alka-Seltzer Plus Cold,0.340157731
5241,Sinus Symptoms,Aspirin / chlorpheniramine / phenylephrine,0.156120397
5242,Sinus Symptoms,Chlorpheniramine / methscopolamine / pseudoephedrine,0.046638428
5243,Sinus Symptoms,Dexbrompheniramine / pseudoephedrine,0.693868462
5244,Sinus Symptoms,Drixoral Cold and Allergy,0.43987078
5245,Sinus Symptoms,Ibuprofen / pseudoephedrine,0.536218976
5246,Sinus Symptoms,Nasonex,0.027914033
5247,Sinus Symptoms,Ornex,0.85075946
5248,Sinus Symptoms,Sine-Off Maximum Strength,0.078072403
5249,Sinus Symptoms,Sudafed PE Pressure + Pain,0
5250,Sinus Symptoms,VisRx Dose Pack,0.077651856
5251,Sinusitis,Amoxicillin,0.071509374
5252,Sinusitis,Amoxicillin / clavulanate,0.116886626
5253,Sinusitis,Amoxil,0.146965141
5254,Sinusitis,Augmentin,0.207756892
5255,Sinusitis,Augmentin XR,0.062328301
5256,Sinusitis,Avelox,0.117362275
5257,Sinusitis,Azithromycin,0.155974654
5258,Sinusitis,Azithromycin Dose Pack,0.2452064
5259,Sinusitis,Bactrim,0.040189279
5260,Sinusitis,Bactrim DS,0.115866252
5261,Sinusitis,Biaxin,0.142952042
5262,Sinusitis,Cedax,0.071124237
5263,Sinusitis,Cefdinir,0.06318397
5264,Sinusitis,Cefprozil,0.005576353
5265,Sinusitis,Ceftibuten,0.046552806
5266,Sinusitis,Ceftin,0.478405602
5267,Sinusitis,Cefuroxime,0.237497538
5268,Sinusitis,Cipro,0.046877456
5269,Sinusitis,Ciprofloxacin,0.197566934
5270,Sinusitis,Clarithromycin,0.104286086
5271,Sinusitis,Cleocin,0.350630325
5272,Sinusitis,Clindamycin,0.32089955
5273,Sinusitis,Dexchlorpheniramine / dextromethorphan / pseudoephedrine,0
